Region,Species,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Region XI ,Anchovies ,32.0,22.666666666666668,11.08,27.5,355.63,546.05,557.95,213.82,497.89000000000004,570.84,1685.48,987.28,546.6800000000001,210.22,82.9,3.6933333333333334,93.45,3.52,4.8,,2.32,58.92,
Region XI ,Big-eyed scad ,162.0,290.0,273.6,618.9399999999999,752.07,806.5600000000001,1242.88,1075.49,975.33,1608.23,1731.3400000000001,1348.58,833.8599999999999,658.34,419.34000000000003,303.02,273.15000000000003,171.89,128.66,162.68,208.81,394.45,200.89
Region XI ,Bigeye tuna ,,,,1043.48,1858.49,1609.99,1273.9,1083.73,665.47,684.9399999999999,634.82,1143.04,1292.15,930.74,730.3700000000001,441.21000000000004,277.96,268.91999999999996,88.78,3.0,58.42,16.97,205.0
Region XI ,Blue crab ,,4.0,3.0,4.05,0.76,10.28,5.4,3.8,,,,,,,57.519999999999996,,,0.84,,,,,
Region XI ,Caesio ,4.0,5.0,8.0,15.51,10.093333333333334,13.613333333333332,53.300000000000004,96.57000000000001,198.84,204.0,,,,,11.02,1.88,3.4,1.8,,4.12,2.78,,0.9
Region XI ,Cavalla ,14.0,19.0,12.32,28.930000000000003,10.25,5.62,2.43,1.9700000000000002,1.46,1.32,,8.88,24.3,11.21,18.0,204.4,1.56,3.8933333333333335,7.740000000000001,6.306666666666667,2.7600000000000002,1.61,0.99
Region XI ,Crevalle ,15.0,16.0,14.610000000000001,114.07000000000001,44.68,32.06,30.6,67.15,88.94,90.03999999999999,51.11,23.540000000000003,10.19,9.59,24.019999999999996,4.199999999999999,12.7,1.82,12.38,,24.12,1.92,0.28
Region XI ,Eastern little tuna ,,7.0,15.829999999999998,92.86,237.88,382.37,471.19000000000005,237.02666666666667,220.14,132.15,236.26,175.29000000000002,253.71000000000004,176.29999999999998,187.52,65.71,68.25,64.01,101.33,122.28,200.15,222.43,388.41
Region XI ,Fimbriated sardines ,8.0,10.0,,,1031.56,,,14.16,,,,,91.80000000000001,40.0,67.78,,,2.2,72.84,,7.44,,49.906666666666666
Region XI ,Flying fish ,251.0,217.0,187.76,160.14,77.23,131.52,,,1.4,,13.68,,8.4,78.4,,,4.693333333333333,13.493333333333334,0.1,0.12,45.480000000000004,24.58,21.9
Region XI ,Frigate tuna ,349.0,322.0,331.70000000000005,663.9200000000001,618.14,1140.73,1149.69,785.2700000000001,547.42,911.46,1310.7400000000002,1371.63,766.04,655.7900000000001,541.86,283.40999999999997,294.38,224.96,229.06,210.95,587.28,437.28,392.52
Region XI ,Goatfish ,,12.0,,2.4266666666666663,144.64,8.9,118.48,,,,31.8,2.44,20.093333333333334,,7.92,,0.44,6.7,0.28,,,0.56,1.36
Region XI ,Grouper ,23.0,20.0,12.92,3.7466666666666666,4.62,4.9399999999999995,0.64,1.1600000000000001,,,,2.52,21.31,7.83,5.88,4.8,1.29,2.46,5.94,6.96,2.1,1.3,1.24
Region XI ,Hairtail ,8.0,10.0,7.16,8.22,71.32000000000001,39.62,23.240000000000002,7.6000000000000005,5.68,,30.56,,6.6,,34.120000000000005,28.506666666666664,1.3800000000000001,1.3066666666666666,4.48,0.12,4.0,,15.78
Region XI ,Indian mackerel ,56.0,74.0,66.25999999999999,240.22,727.54,796.16,1025.1,1036.21,856.52,1372.07,1061.29,302.60999999999996,170.81,187.58,150.47,75.05,46.89,23.990000000000002,53.89999999999999,121.86,236.86,303.2,209.75
Region XI ,Bali sardinella ,1781.0,1912.0,1760.9100000000003,702.87,781.61,992.2099999999999,996.79,186.48,470.5,959.0699999999999,759.96,1594.9299999999998,691.22,576.14,422.63,278.35,107.61999999999999,53.510000000000005,69.62,9.35,3.04,4.16,15.94
Region XI ,Indo-pacific mackerel ,6.0,6.0,5.0,38.44,3.0,13.48,,,,,,79.04,35.56,3.0,8.48,9.62,4.42,7.2,12.24,,42.5,,117.22666666666665
Region XI ,Mullet ,,,2.5,7.26,212.63,150.4,,,,,,,,7.56,15.52,,0.12,1.14,,,,,0.68
Region XI ,Parrot fish ,,,,6.6,6.76,2.2666666666666666,7.680000000000001,1.2,,,,,,,,,0.8,1.68,,,0.84,,
Region XI ,Porgies ,,4.0,4.0,0.04,,,,,2.88,,,,,,,,1.16,6.94,6.72,10.12,2.66,1.6,
Region XI ,Round herring ,241.0,180.0,158.42666666666665,32.49333333333333,,,,,,,,28.0,,11.88,,14.8,,60.8,,,,,7.3999999999999995
Region XI ,Roundscad ,3357.0,2773.0,2736.8199999999997,1738.99,2177.73,2223.41,2392.48,1986.1999999999998,2417.57,2513.73,2790.4300000000003,1982.96,1335.77,759.44,662.9499999999999,1135.68,643.5999999999999,299.28000000000003,354.32,534.75,811.04,827.26,883.3199999999999
Region XI ,Siganid ,,4.0,3.0,16.82,173.2,146.42,1.48,21.64,2.6,2.98,,1530.4,410.76,624.0,8.48,,1.48,9.32,,,0.04,,6.68
Region XI ,Skipjack ,174.0,149.0,138.25,508.57,820.26,2202.0199999999995,1471.1999999999998,1153.55,1222.4699999999998,1183.2599999999998,875.3600000000001,382.57000000000005,599.24,485.92,332.81,531.69,645.1700000000001,189.03,140.12,141.11,146.42,393.07,1114.25
Region XI ,Slipmouth ,,4.0,4.0,12.16,2.48,4.26,34.239999999999995,,,,23.70666666666667,27.56,146.96,10.0,18.533333333333335,2.0,1.6400000000000001,1.64,16.0,,,18.76,
Region XI ,Snapper ,18.0,13.0,8.76,3.7733333333333334,2.34,7.68,,,,,,161.24,15.120000000000001,8.413333333333334,49.98666666666667,25.56,2.3200000000000003,4.08,4.28,,5.12,1.04,
Region XI ,Spanish mackerel ,5.333333333333333,6.0,9.809999999999999,38.45,218.09000000000003,57.32,16.56,21.459999999999997,9.64,23.42,10.120000000000001,8.533333333333333,43.56,35.61333333333334,33.96,15.14,13.77,7.890000000000001,4.88,0.26,3.21,11.77,9.620000000000001
Region XI ,Squid ,8.0,15.0,14.99,46.16,279.87,655.72,932.2199999999999,418.99,924.4100000000001,938.3700000000001,1311.15,565.63,350.68,249.7,59.94,206.37,53.220000000000006,24.81,21.826666666666668,31.04,27.72,12.799999999999999,7.909999999999999
Region XI ,Threadfin bream ,,,2.0,,,9.48,,,,,,,21.700000000000003,25.1,,,,,,,0.16,23.2,1.08
Region XI ,Yellowfin tuna ,2769.0,5669.0,3604.02,3484.1299999999997,3427.08,4213.15,2685.79,1736.76,2683.69,2033.3300000000002,1795.17,3364.79,1969.6299999999999,1233.29,1234.96,665.23,478.34999999999997,910.5699999999999,340.61,270.01,2005.09,2107.54,2449.37
Region XI ,Others,3204.0,678.0,827.8399999999999,974.47,1062.8899999999999,870.04,768.22,1286.4099999999999,1115.04,795.81,752.89,2220.65,1086.99,902.77,504.89,236.32,482.68,202.20000000000002,124.65,592.26,1298.9,1454.63,679.22
Region XII ,Acetes ,794.6666666666666,4.0,,,,,,,,,,,,,,,,,,0.4933333333333333,0.2,,0.48
Region XII ,Anchovies ,7834.0,754.0,244.60999999999999,51.040000000000006,,,,136.68,109.78,134.28,813.68,641.15,434.99,103.88,157.1,1.7800000000000002,,152.94000000000003,4.16,0.45999999999999974,,,1.08
Region XII ,Big-eyed scad ,2667.0,988.0,491.99,636.6400000000001,622.02,723.63,677.6999999999999,1005.97,1357.18,1595.54,1567.67,1718.77,2075.0,1130.64,1554.1,1803.14,1833.5500000000002,1398.3500000000001,259.85,219.07,420.69000000000005,649.68,215.07999999999998
Region XII ,Bigeye tuna ,,,,2484.9800000000005,3331.7999999999997,4647.13,585.5,514.34,324.94,226.80999999999997,321.71000000000004,297.65999999999997,366.88,230.8,1744.0299999999997,13441.06,16718.120000000003,156.53,266.36,115.96000000000001,131.28,164.11,757.0200000000001
Region XII ,Blue crab ,20.0,32.0,3.813333333333334,,,,,,,,,,,,4.2,5.2,,,,,,,
Region XII ,Caesio ,8.0,30.666666666666668,4.0,,5.2,55.906666666666666,44.599999999999994,18.509999999999998,51.96000000000001,32.5,16.78,24.75,28.63,14.119999999999997,2.24,,0.24,5.96,2.62,44.36,,9.32,
Region XII ,Cavalla ,70.0,91.0,30.81,24.12,16.5,27.560000000000002,48.58,16.99,13.44,24.25,19.479999999999997,16.81,25.369999999999997,21.373333333333335,326.01,11.48,49.31,11.173333333333334,3.16,3.77,3.86,0.12000000000000001,0.28
Region XII ,Crevalle ,8.0,12.0,4.0,,4.0,,9.56,6.4,3.6,10.133333333333333,2.626666666666667,1.22,5.13,,,2.68,,11.17,13.05,13.666666666666666,11.573333333333334,16.78,5.01
Region XII ,Eastern little tuna ,1112.0,2553.0,6119.07,17409.84,9729.96,10558.619999999999,1300.54,378.03,581.25,476.28,1512.33,1087.24,708.76,102.03,2031.3,316.22,124.37,63.260000000000005,26.3,26.69,69.24,150.39,632.25
Region XII ,Fimbriated sardines ,12.0,527.0,573.9333333333333,,,,,,6.973333333333333,56.45333333333333,103.46000000000001,9.28,132.37333333333333,582.5333333333333,305.45333333333326,0.64,428.64,186.98666666666668,21.05333333333333,56.0,1.72,2.36,3.6
Region XII ,Flying fish ,6044.0,5853.0,3983.49,1076.54,1008.45,1142.29,751.96,751.5999999999999,915.1500000000001,736.1800000000001,856.32,780.8000000000001,560.72,788.2900000000001,907.2399999999999,847.26,920.98,656.58,117.24000000000001,41.69,27.46,13.58,31.279999999999998
Region XII ,Frigate tuna ,44613.0,53558.0,80166.06,43330.08,42526.22,42973.63,12883.470000000001,6344.96,8135.900000000001,4063.96,6492.17,5405.030000000001,6662.1,5809.48,12740.51,5758.5599999999995,5025.54,3657.26,1705.81,1423.1399999999999,1397.44,2604.24,3938.9700000000003
Region XII ,Goatfish ,55.0,13.0,18.1,4.0,,23.200000000000003,16.759999999999998,14.3,6.16,21.11,8.18,17.65,7.51,39.16,5.7,276.37,310.71,35.73333333333333,2.8000000000000003,,,70.2,2.56
Region XII ,Grouper ,249.0,78.0,39.08,212.58999999999997,287.96999999999997,276.99,276.66999999999996,287.89000000000004,275.66999999999996,222.1,316.45,269.38,190.01,196.24,507.08,119.08,3.533333333333333,4.49,0.5333333333333333,0.16,0.92,0.41333333333333333,0.64
Region XII ,Hairtail ,15.0,31.0,9.333333333333334,6.133333333333333,13.34,,1.06,1.4100000000000001,1.8933333333333333,5.6,3.7,6.22,13.260000000000002,2.48,8.67,,27.986666666666665,11.506666666666666,1.56,6.26,0.22,0.06,
Region XII ,Indian mackerel ,865.0,158.0,40.92,142.78,222.29999999999998,232.12,218.35,226.97,228.52999999999997,182.51,183.24,198.44,153.25,87.34,104.53,119.61,106.49999999999999,109.38666666666666,8.84,6.93,14.0,5.2,
Region XII ,Bali sardinella ,4921.0,2056.0,123.9,55.800000000000004,78.60000000000001,124.50999999999999,204.80999999999997,29.000000000000004,193.03,53.589999999999996,67.59,202.64000000000001,199.11,339.15999999999997,324.38,924.39,281.84,247.77999999999997,4.46,6.12,2.4,8.48,
Region XII ,Indo-pacific mackerel ,183.0,13.333333333333334,,,,,,,5.96,5.52,5.700000000000001,8.733333333333333,11.09,7.59,21.44,5.51,,,36.0,32.666666666666664,,,
Region XII ,Mullet ,4.0,9.333333333333334,24.0,,,25.44,8.3,9.35,1.66,22.493333333333332,13.35,10.47,7.87,,5.72,,,5.9,,,,,
Region XII ,Parrot fish ,4.0,41.333333333333336,6.666666666666667,,,57.973333333333336,44.78666666666666,23.14,10.13,40.129999999999995,24.73,13.43,33.730000000000004,11.466666666666667,6.36,29.61,30.909999999999997,43.96,0.56,,,,
Region XII ,Porgies ,9.0,14.666666666666666,,,,,25.320000000000004,25.52,14.86,26.230000000000004,30.93,22.04,27.580000000000002,10.333333333333334,4.22,14.506666666666668,9.68,3.38,,,,,1.56
Region XII ,Round herring ,,44.0,,,,,,,,,,,,,,,,226.28,,,,,
Region XII ,Roundscad ,21488.0,23800.0,13895.89,9219.69,6799.87,8331.98,8931.0,9814.64,12318.55,13905.419999999998,13868.699999999999,9029.84,9762.67,8604.05,10007.48,8901.85,7769.61,7220.360000000001,18761.27,12713.23,17229.5,22596.399999999998,14895.899999999998
Region XII ,Siganid ,,57.333333333333336,18.666666666666668,,,21.733333333333334,24.173333333333336,14.2,6.4,23.89,10.02,9.100000000000001,13.519999999999998,3.84,2.92,5.746666666666667,,8.373333333333333,0.04,2.28,,,
Region XII ,Skipjack ,18761.0,39287.0,48719.49,57912.729999999996,88056.59999999999,95073.05,146371.7,160348.65000000002,138798.30000000002,113682.68,133695.18,140411.62,163130.58,169759.26,161496.79,193101.28,205123.63,212805.24000000002,209813.22999999998,193629.53,189259.18,146148.19,198327.55999999997
Region XII ,Slipmouth ,917.0,65.0,26.666666666666668,,,15.706666666666667,42.26,9.75,11.32,15.493333333333332,11.809999999999999,7.44,4.47,68.84,3877.22,0.36,0.72,1.32,,,,,
Region XII ,Snapper ,6.0,42.666666666666664,25.17,13.7,20.8,55.92,50.64,49.34,18.266666666666666,36.980000000000004,33.0,28.48,26.41,15.106666666666666,1.5733333333333333,4.44,4.359999999999999,2.16,0.12,3.2,,,0.04
Region XII ,Spanish mackerel ,53.0,123.0,48.31,89.72,118.24,98.02999999999999,90.82,89.43,91.21,87.2,90.13000000000001,105.64,120.94,171.2,82.65,77.41,17.41,53.45,6.413333333333334,1.81,3.48,3.6,
Region XII ,Squid ,1834.6666666666667,484.0,343.58,580.49,707.46,897.3299999999999,419.14,503.7099999999999,647.54,680.81,1393.01,1173.9,1067.41,1562.3400000000001,1254.96,1269.8899999999999,2241.3900000000003,1432.3899999999999,51.06,27.11,46.82,420.01,431.37
Region XII ,Threadfin bream ,16.0,34.666666666666664,48.0,,11.0,29.0,24.373333333333335,20.8,7.613333333333333,19.64,12.440000000000001,9.37,9.71,8.440000000000001,5.6,,,3.82,,0.32,,,8.8
Region XII ,Yellowfin tuna ,25039.0,43116.0,44882.93,33466.490000000005,31301.24,45911.74,81437.56,49016.100000000006,44992.2,36205.38,48843.159999999996,50611.770000000004,65394.36,76623.61,43247.03,48298.69,38360.55,43715.11,43370.9,22282.71,24685.649999999998,36924.07,34078.340000000004
Region XII ,Others,6804.0,5214.0,3784.39,3457.63,2449.3999999999996,3354.41,1354.19,1057.21,2132.0,2278.85,3708.28,6273.72,4303.02,4837.03,3400.52,3260.5,3062.6,2683.71,732.3800000000001,925.03,743.34,764.48,1506.89
Region XIII ,Acetes ,,,4.0,,44.0,,,,,,,,,,,,63.2,14.6,25.2,28.38,58.6,,
Region XIII ,Anchovies ,496.0,468.0,464.0,601.72,819.1800000000001,943.97,337.33,321.68,256.17999999999995,176.94,171.19,201.58,179.27999999999997,155.60000000000002,157.29,160.29,139.56,84.30999999999999,72.92999999999999,62.480000000000004,57.720000000000006,7.029999999999999,7.08
Region XIII ,Big-eyed scad ,201.0,234.0,259.0,294.6,224.09000000000003,214.1,148.43,285.88,294.19000000000005,257.93,297.36999999999995,304.37,194.4,215.60000000000002,199.84,204.21,205.8,172.93,143.56,205.67000000000002,253.8,328.07000000000005,52.0
Region XIII ,Bigeye tuna ,,,,89.27000000000001,185.77,110.51,172.6,63.7,72.17,33.75,55.03,42.99,39.760000000000005,47.85,79.17,240.45,289.47,405.54,240.19,282.12,187.37,206.49,505.21999999999997
Region XIII ,Blue crab ,5.333333333333333,5.333333333333333,8.0,8.51,9.0,9.6,3.2533333333333334,3.52,5.8,,,11.48,,,0.52,,2.24,24.29,66.17333333333333,5.26,0.56,,
Region XIII ,Caesio ,21.0,20.0,18.5,20.06,19.93,18.44,18.41,29.96,24.82,37.65,67.55000000000001,29.539999999999996,23.96,6.6,21.96,44.68,19.26666666666667,28.290000000000003,14.63,20.430000000000003,42.84,0.0,0.48
Region XIII ,Cavalla ,20.0,18.0,16.5,17.08,16.33,18.55,17.26,36.54,37.78,64.11999999999999,57.39,26.8,32.67,29.380000000000003,11.82,18.630000000000003,18.54,24.55,20.46,518.81,51.43,5.6499999999999995,5.499999999999999
Region XIII ,Crevalle ,52.0,49.0,48.5,52.7,56.0,53.36,26.91,48.55,23.54,23.4,14.309999999999999,16.73,16.42,14.03,5.62,9.66,10.42,6.1000000000000005,73.15,51.27,46.4,13.52,0.8
Region XIII ,Eastern little tuna ,18.0,8.0,6.0,6.73,56.91,20.82,18.97,27.770000000000003,28.009999999999998,190.61999999999998,102.10000000000001,75.55,82.89,124.84,214.75,329.1,401.92999999999995,397.9,381.98,455.68999999999994,204.94,472.16,106.79999999999998
Region XIII ,Fimbriated sardines ,214.0,239.0,230.0,199.32999999999998,255.81,265.67,257.3,263.07,251.94,254.85999999999999,243.93,202.08999999999997,154.46,205.99,209.44000000000003,242.76000000000002,202.06,256.95,265.23,157.74,45.620000000000005,11.56,11.440000000000001
Region XIII ,Flying fish ,75.0,87.0,84.5,88.34,87.65,65.78,45.519999999999996,26.869999999999997,23.61,44.769999999999996,8.27,20.699999999999996,32.53,45.510000000000005,99.28999999999999,33.28,131.87,201.53,117.95,52.18000000000001,47.080000000000005,6.04,0.6000000000000001
Region XIII ,Frigate tuna ,195.0,239.0,384.0,555.99,596.3599999999999,784.0999999999999,1086.1599999999999,1424.81,1555.6,1247.66,1115.53,1016.26,914.45,923.02,815.14,990.91,1009.31,1726.09,2606.94,1217.6599999999999,2198.65,2896.1499999999996,3464.63
Region XIII ,Goatfish ,188.0,169.0,168.5,210.82999999999998,128.27,104.07,80.15,43.04,23.550000000000004,12.41,,,,,6.32,3.68,18.32,0.8,41.68,31.42,53.66,2.66,1.0
Region XIII ,Grouper ,18.0,17.0,17.5,20.07,19.66,14.45,10.64,22.34,18.39,10.89,5.4,6.25,10.146666666666667,7.88,10.61,11.16,8.5,14.879999999999999,7.799999999999999,24.300000000000004,81.30000000000001,3.56,
Region XIII ,Hairtail ,4.0,4.0,4.0,6.56,21.7,26.773333333333333,90.72,26.4,12.95,6.96,12.08,3.46,2.95,2.33,9.39,11.76,16.32,11.0,31.49,26.279999999999998,36.38666666666666,6.72,2.8
Region XIII ,Indian mackerel ,23.0,21.0,20.5,40.41,18.83,36.10666666666667,20.1,26.689999999999998,56.24,48.230000000000004,85.89,88.28999999999999,50.61,61.07,108.15,138.45000000000002,164.56,172.06,121.98,98.63,39.59,6.41,11.62
Region XIII ,Bali sardinella ,279.0,303.0,306.0,641.19,587.7,525.8199999999999,710.61,478.36,589.6,422.21,324.19,266.28,185.39,246.36,240.9,257.93000000000006,257.08000000000004,257.46,313.39,261.94,155.0,29.549999999999997,41.349999999999994
Region XIII ,Indo-pacific mackerel ,194.0,172.0,165.0,185.84,195.32,106.04999999999998,50.43,79.47,72.19,66.43,113.50999999999999,78.28,63.61,52.849999999999994,49.08,67.11,59.83,35.65,33.04,19.83,11.5,20.540000000000003,
Region XIII ,Mullet ,,,4.0,8.0,8.0,9.280000000000001,,,,,,,,,,,,2.2266666666666666,0.9866666666666666,2.5599999999999996,4.2,,
Region XIII ,Parrot fish ,34.0,34.0,33.5,30.6,42.5,45.18,29.259999999999998,92.17,61.18,84.38,25.169999999999998,20.13,22.49333333333333,,13.01,24.320000000000004,19.769999999999996,15.38,16.62,11.569999999999999,54.599999999999994,,
Region XIII ,Porgies ,8.0,10.0,9.5,14.36,14.5,13.33,16.54,8.53,20.34,33.14,,,,,9.24,29.04,,,5.1899999999999995,31.520000000000007,55.2,,
Region XIII ,Round herring ,,,,,,0.32,,57.76,45.16,13.5,,,,,,,,23.79,59.17999999999999,54.02,15.84,,
Region XIII ,Roundscad ,358.0,385.0,391.0,467.98,468.85999999999996,347.80999999999995,327.47,317.72,434.53000000000003,379.68,458.6,537.39,312.82,282.5,367.02,618.5699999999999,495.25,361.09999999999997,370.12,642.13,1351.34,1286.96,406.65999999999997
Region XIII ,Siganid ,34.0,35.0,34.5,35.16,36.5,32.629999999999995,33.65,100.41,105.25999999999999,109.08000000000001,13.76,12.879999999999999,8.986666666666666,,4.093333333333333,50.400000000000006,55.07,45.809999999999995,39.43,18.44,26.52,21.08,
Region XIII ,Skipjack ,137.0,82.0,98.0,382.26,626.4300000000001,958.55,1379.56,926.81,970.67,664.51,658.4100000000001,797.1099999999999,1062.6,950.1099999999999,780.05,906.27,1021.69,1065.83,1087.2,1899.6800000000003,2831.42,2782.65,3554.6200000000003
Region XIII ,Slipmouth ,493.0,474.0,405.0,429.87,371.05,237.73999999999998,108.8,45.76,55.55,57.589999999999996,55.03,114.00000000000001,24.39,11.9,8.040000000000001,16.87,5.55,49.99,15.15,10.219999999999999,125.9,,
Region XIII ,Snapper ,45.0,42.0,40.0,39.33,36.6,41.11,35.99999999999999,45.76,48.3,49.8,11.899999999999999,6.21,2.71,3.16,16.586666666666666,41.739999999999995,49.7,27.909999999999997,18.12,21.04,4.66,,
Region XIII ,Spanish mackerel ,10.0,12.0,11.5,39.4,55.84,55.74000000000001,48.31,44.28999999999999,52.21,41.98,74.13,48.870000000000005,38.870000000000005,57.82,70.16,71.50999999999999,108.01,158.89999999999998,149.48,102.11,130.21,59.669999999999995,8.48
Region XIII ,Squid ,383.0,357.0,391.0,401.33,218.49999999999997,255.23999999999998,315.78,157.41,120.52,47.03,79.08,104.09,109.66,103.84,95.3,134.18,96.64,83.93,77.82,78.29,56.65,19.869999999999997,15.34
Region XIII ,Threadfin bream ,145.0,127.0,123.0,122.67,115.23,111.63,87.72,18.28,13.41,8.56,12.026666666666667,18.939999999999998,36.8,,21.200000000000003,22.693333333333335,7.853333333333333,12.809999999999999,11.89,14.540000000000001,22.76,,
Region XIII ,Yellowfin tuna ,173.0,235.0,254.0,405.57,580.5799999999999,1008.6099999999999,1321.7,1223.29,1283.68,913.33,688.3199999999999,749.24,863.9,820.5000000000001,852.02,1115.85,1610.97,1639.3300000000002,1624.35,1363.8700000000001,2471.71,5133.4400000000005,2685.93
Region XIII ,Others,856.0,833.0,691.0,635.4300000000001,454.27,520.61,416.12,430.25000000000006,668.65,775.6999999999999,453.56,374.46000000000004,426.58,487.61,735.44,894.49,852.14,795.69,770.74,784.45,783.44,1437.92,1296.53
Bangsamoro Autonomous Region in Muslim Mindanao ,Acetes ,,,,,,,6.04,3.6,4.0,2.74,3.7,,,,,,,,,,,,52.1
Bangsamoro Autonomous Region in Muslim Mindanao ,Anchovies ,362.0,373.0,340.46999999999997,285.23,1454.84,3501.89,3272.91,3133.0600000000004,3189.4700000000003,3218.51,2871.0499999999997,2859.36,2780.87,2668.94,1988.4599999999998,1800.36,1638.39,1539.8100000000002,1352.0300000000002,1324.35,1036.32,1171.85,895.63
Bangsamoro Autonomous Region in Muslim Mindanao ,Big-eyed scad ,4937.0,5521.0,5747.26,6246.35,6913.569999999999,6338.330000000001,7196.530000000001,8287.18,8845.2,9132.02,8772.94,8917.2,9256.45,9424.29,7532.759999999999,7358.379999999999,8580.56,8844.79,8261.84,8209.789999999999,9736.12,8825.32,5971.6900000000005
Bangsamoro Autonomous Region in Muslim Mindanao ,Bigeye tuna ,,,,1794.92,2383.61,2616.6499999999996,2641.82,342.6,1006.87,982.14,936.5799999999999,896.24,840.99,793.4300000000001,722.9000000000001,655.9499999999999,658.08,669.9399999999999,726.87,741.8,1306.21,1138.79,980.06
Bangsamoro Autonomous Region in Muslim Mindanao ,Blue crab ,,,,,32.72,16.0,15.860000000000001,14.959999999999999,14.67,15.920000000000002,15.06,13.370000000000001,10.16,7.2299999999999995,16.25,11.479999999999999,16.86,15.94,23.54,10.939999999999998,17.080000000000002,11.14,
Bangsamoro Autonomous Region in Muslim Mindanao ,Caesio ,14.0,176.0,13.91,12.7,72.77000000000001,135.10999999999999,148.08999999999997,148.85,156.5,152.88,146.48,161.32,158.91,183.10999999999999,164.0,185.35,178.92,184.39999999999998,253.59000000000003,182.42999999999998,319.34000000000003,442.19000000000005,1759.63
Bangsamoro Autonomous Region in Muslim Mindanao ,Cavalla ,78.0,122.0,121.4,115.05000000000001,180.33999999999997,492.32,465.5,501.48,517.88,520.36,517.18,532.8900000000001,566.54,586.38,661.77,841.97,668.1099999999999,712.77,941.87,961.3700000000001,1109.49,769.47,588.11
Bangsamoro Autonomous Region in Muslim Mindanao ,Crevalle ,134.0,133.0,165.97,248.88,379.49,1195.78,600.89,490.5,517.02,526.48,525.75,554.47,586.02,642.42,605.23,660.59,640.57,631.64,655.74,698.55,1007.22,941.26,1995.34
Bangsamoro Autonomous Region in Muslim Mindanao ,Eastern little tuna ,7810.0,8163.0,8345.33,8489.48,8117.299999999999,7731.81,8693.07,8853.48,9414.53,9541.489999999998,9836.49,10047.3,9841.01,10385.56,10235.759999999998,10122.539999999999,10604.62,11182.25,11293.59,11653.2,7975.139999999999,5016.85,1551.29
Bangsamoro Autonomous Region in Muslim Mindanao ,Fimbriated sardines ,1055.0,1181.0,1149.67,1349.6000000000001,3085.9300000000003,3469.1899999999996,3466.41,3910.29,4014.38,4021.14,3610.06,3608.09,3633.2200000000003,3625.7899999999995,2274.6600000000003,1760.75,3256.46,3360.1799999999994,3712.7500000000005,3652.6699999999996,5732.01,1689.73,4507.55
Bangsamoro Autonomous Region in Muslim Mindanao ,Flying fish ,,4.0,4.2,,1.86,14.14,5.77,6.1899999999999995,5.746666666666666,9.95,5.829999999999999,7.16,5.659999999999999,10.559999999999999,13.440000000000001,12.51,16.79,17.18,18.02,20.43,54.419999999999995,340.51,600.14
Bangsamoro Autonomous Region in Muslim Mindanao ,Frigate tuna ,8377.0,8394.0,8624.11,9672.16,9967.99,10456.48,11600.22,13305.09,15147.300000000001,15430.929999999998,16692.33,16713.43,17519.97,18000.989999999998,17368.309999999998,18368.129999999997,19059.82,19201.29,19163.74,19063.82,13290.6,9500.52,3317.7
Bangsamoro Autonomous Region in Muslim Mindanao ,Goatfish ,,,,,0.68,7.449999999999999,17.5,18.560000000000002,22.75,22.1,20.119999999999997,27.819999999999997,27.66,28.119999999999997,29.440000000000005,30.130000000000003,32.089999999999996,37.339999999999996,40.230000000000004,39.14,34.980000000000004,71.43,157.66
Bangsamoro Autonomous Region in Muslim Mindanao ,Grouper ,36.0,30.0,22.07,20.6,43.27,31.92,46.910000000000004,53.45,59.23,57.989999999999995,56.47,63.46,80.19,76.94,150.99,280.52,136.39,196.81,437.92,462.80999999999995,329.23,354.52,285.96
Bangsamoro Autonomous Region in Muslim Mindanao ,Hairtail ,,,,,36.333333333333336,25.34,23.83,15.52,15.68,15.98,16.230000000000004,11.51,9.53,8.1,7.959999999999999,7.91,11.85,13.37,78.07000000000001,83.73,26.54,91.10999999999999,100.21000000000001
Bangsamoro Autonomous Region in Muslim Mindanao ,Indian mackerel ,4155.0,4147.0,4284.65,4434.97,5100.1900000000005,4493.23,4929.76,5854.18,5869.49,5725.179999999999,5766.29,5964.610000000001,6051.47,6075.16,5363.31,5475.68,5017.6900000000005,4911.45,5035.5599999999995,4932.28,3242.42,2127.7300000000005,5079.62
Bangsamoro Autonomous Region in Muslim Mindanao ,Bali sardinella ,7568.0,8225.0,8398.189999999999,8167.6900000000005,7223.58,6131.900000000001,6467.38,7900.129999999999,8631.800000000001,8614.949999999999,8071.139999999999,7844.779999999999,7968.889999999999,7913.07,8094.68,7879.6900000000005,8075.96,7923.820000000001,8204.83,7953.7300000000005,10636.259999999998,10640.62,4778.6900000000005
Bangsamoro Autonomous Region in Muslim Mindanao ,Indo-pacific mackerel ,1678.0,1528.0,1497.04,1316.3600000000001,1385.7,1377.78,1322.8600000000001,1123.5499999999997,1021.3499999999999,1004.6999999999999,1002.1,1017.54,997.03,948.9799999999999,771.85,757.6199999999999,729.58,757.3100000000001,622.29,643.71,811.3499999999999,399.19,414.23999999999995
Bangsamoro Autonomous Region in Muslim Mindanao ,Mullet ,,,,,3.12,8.32,8.200000000000001,4.0,4.56,4.32,4.36,4.4,9.46,7.96,8.32,8.739999999999998,,13.260000000000002,13.28,13.540000000000001,23.26,4.36,206.98666666666665
